start_time,end_time,start_time_iso,end_time_iso,num_model_requests,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1778112000,1778112060,2026-05-07T00:00:00+00:00,2026-05-07T00:01:00+00:00,,,,,,,,,,,,,,,,,
1778112060,1778112120,2026-05-07T00:01:00+00:00,2026-05-07T00:02:00+00:00,,,,,,,,,,,,,,,,,
1778112120,1778112180,2026-05-07T00:02:00+00:00,2026-05-07T00:03:00+00:00,,,,,,,,,,,,,,,,,
1778112180,1778112240,2026-05-07T00:03:00+00:00,2026-05-07T00:04:00+00:00,,,,,,,,,,,,,,,,,
1778112240,1778112300,2026-05-07T00:04:00+00:00,2026-05-07T00:05:00+00:00,,,,,,,,,,,,,,,,,
1778112300,1778112360,2026-05-07T00:05:00+00:00,2026-05-07T00:06:00+00:00,,,,,,,,,,,,,,,,,
1778112360,1778112420,2026-05-07T00:06:00+00:00,2026-05-07T00:07:00+00:00,,,,,,,,,,,,,,,,,
1778112420,1778112480,2026-05-07T00:07:00+00:00,2026-05-07T00:08:00+00:00,,,,,,,,,,,,,,,,,
1778112480,1778112540,2026-05-07T00:08:00+00:00,2026-05-07T00:09:00+00:00,,,,,,,,,,,,,,,,,
1778112540,1778112600,2026-05-07T00:09:00+00:00,2026-05-07T00:10:00+00:00,,,,,,,,,,,,,,,,,
1778112600,1778112660,2026-05-07T00:10:00+00:00,2026-05-07T00:11:00+00:00,,,,,,,,,,,,,,,,,
1778112660,1778112720,2026-05-07T00:11:00+00:00,2026-05-07T00:12:00+00:00,,,,,,,,,,,,,,,,,
1778112720,1778112780,2026-05-07T00:12:00+00:00,2026-05-07T00:13:00+00:00,,,,,,,,,,,,,,,,,
1778112780,1778112840,2026-05-07T00:13:00+00:00,2026-05-07T00:14:00+00:00,,,,,,,,,,,,,,,,,
1778112840,1778112900,2026-05-07T00:14:00+00:00,2026-05-07T00:15:00+00:00,,,,,,,,,,,,,,,,,
1778112900,1778112960,2026-05-07T00:15:00+00:00,2026-05-07T00:16:00+00:00,,,,,,,,,,,,,,,,,
1778112960,1778113020,2026-05-07T00:16:00+00:00,2026-05-07T00:17:00+00:00,,,,,,,,,,,,,,,,,
1778113020,1778113080,2026-05-07T00:17:00+00:00,2026-05-07T00:18:00+00:00,,,,,,,,,,,,,,,,,
1778113080,1778113140,2026-05-07T00:18:00+00:00,2026-05-07T00:19:00+00:00,,,,,,,,,,,,,,,,,
1778113140,1778113200,2026-05-07T00:19:00+00:00,2026-05-07T00:20:00+00:00,,,,,,,,,,,,,,,,,
1778113200,1778113260,2026-05-07T00:20:00+00:00,2026-05-07T00:21:00+00:00,,,,,,,,,,,,,,,,,
1778113260,1778113320,2026-05-07T00:21:00+00:00,2026-05-07T00:22:00+00:00,,,,,,,,,,,,,,,,,
1778113320,1778113380,2026-05-07T00:22:00+00:00,2026-05-07T00:23:00+00:00,,,,,,,,,,,,,,,,,
1778113380,1778113440,2026-05-07T00:23:00+00:00,2026-05-07T00:24:00+00:00,,,,,,,,,,,,,,,,,
1778113440,1778113500,2026-05-07T00:24:00+00:00,2026-05-07T00:25:00+00:00,,,,,,,,,,,,,,,,,
1778113500,1778113560,2026-05-07T00:25:00+00:00,2026-05-07T00:26:00+00:00,,,,,,,,,,,,,,,,,
1778113560,1778113620,2026-05-07T00:26:00+00:00,2026-05-07T00:27:00+00:00,,,,,,,,,,,,,,,,,
1778113620,1778113680,2026-05-07T00:27:00+00:00,2026-05-07T00:28:00+00:00,,,,,,,,,,,,,,,,,
1778113680,1778113740,2026-05-07T00:28:00+00:00,2026-05-07T00:29:00+00:00,,,,,,,,,,,,,,,,,
1778113740,1778113800,2026-05-07T00:29:00+00:00,2026-05-07T00:30:00+00:00,,,,,,,,,,,,,,,,,
1778113800,1778113860,2026-05-07T00:30:00+00:00,2026-05-07T00:31:00+00:00,,,,,,,,,,,,,,,,,
1778113860,1778113920,2026-05-07T00:31:00+00:00,2026-05-07T00:32:00+00:00,,,,,,,,,,,,,,,,,
1778113920,1778113980,2026-05-07T00:32:00+00:00,2026-05-07T00:33:00+00:00,,,,,,,,,,,,,,,,,
1778113980,1778114040,2026-05-07T00:33:00+00:00,2026-05-07T00:34:00+00:00,,,,,,,,,,,,,,,,,
1778114040,1778114100,2026-05-07T00:34:00+00:00,2026-05-07T00:35:00+00:00,,,,,,,,,,,,,,,,,
1778114100,1778114160,2026-05-07T00:35:00+00:00,2026-05-07T00:36:00+00:00,,,,,,,,,,,,,,,,,
1778114160,1778114220,2026-05-07T00:36:00+00:00,2026-05-07T00:37:00+00:00,,,,,,,,,,,,,,,,,
1778114220,1778114280,2026-05-07T00:37:00+00:00,2026-05-07T00:38:00+00:00,,,,,,,,,,,,,,,,,
1778114280,1778114340,2026-05-07T00:38:00+00:00,2026-05-07T00:39:00+00:00,,,,,,,,,,,,,,,,,
1778114340,1778114400,2026-05-07T00:39:00+00:00,2026-05-07T00:40:00+00:00,,,,,,,,,,,,,,,,,
1778114400,1778114460,2026-05-07T00:40:00+00:00,2026-05-07T00:41:00+00:00,,,,,,,,,,,,,,,,,
1778114460,1778114520,2026-05-07T00:41:00+00:00,2026-05-07T00:42:00+00:00,,,,,,,,,,,,,,,,,
1778114520,1778114580,2026-05-07T00:42:00+00:00,2026-05-07T00:43:00+00:00,,,,,,,,,,,,,,,,,
1778114580,1778114640,2026-05-07T00:43:00+00:00,2026-05-07T00:44:00+00:00,,,,,,,,,,,,,,,,,
1778114640,1778114700,2026-05-07T00:44:00+00:00,2026-05-07T00:45:00+00:00,,,,,,,,,,,,,,,,,
1778114700,1778114760,2026-05-07T00:45:00+00:00,2026-05-07T00:46:00+00:00,,,,,,,,,,,,,,,,,
1778114760,1778114820,2026-05-07T00:46:00+00:00,2026-05-07T00:47:00+00:00,,,,,,,,,,,,,,,,,
1778114820,1778114880,2026-05-07T00:47:00+00:00,2026-05-07T00:48:00+00:00,,,,,,,,,,,,,,,,,
1778114880,1778114940,2026-05-07T00:48:00+00:00,2026-05-07T00:49:00+00:00,,,,,,,,,,,,,,,,,
1778114940,1778115000,2026-05-07T00:49:00+00:00,2026-05-07T00:50:00+00:00,,,,,,,,,,,,,,,,,
1778115000,1778115060,2026-05-07T00:50:00+00:00,2026-05-07T00:51:00+00:00,,,,,,,,,,,,,,,,,
1778115060,1778115120,2026-05-07T00:51:00+00:00,2026-05-07T00:52:00+00:00,,,,,,,,,,,,,,,,,
1778115120,1778115180,2026-05-07T00:52:00+00:00,2026-05-07T00:53:00+00:00,,,,,,,,,,,,,,,,,
1778115180,1778115240,2026-05-07T00:53:00+00:00,2026-05-07T00:54:00+00:00,,,,,,,,,,,,,,,,,
1778115240,1778115300,2026-05-07T00:54:00+00:00,2026-05-07T00:55:00+00:00,,,,,,,,,,,,,,,,,
1778115300,1778115360,2026-05-07T00:55:00+00:00,2026-05-07T00:56:00+00:00,,,,,,,,,,,,,,,,,
1778115360,1778115420,2026-05-07T00:56:00+00:00,2026-05-07T00:57:00+00:00,,,,,,,,,,,,,,,,,
1778115420,1778115480,2026-05-07T00:57:00+00:00,2026-05-07T00:58:00+00:00,,,,,,,,,,,,,,,,,
1778115480,1778115540,2026-05-07T00:58:00+00:00,2026-05-07T00:59:00+00:00,,,,,,,,,,,,,,,,,
1778115540,1778115600,2026-05-07T00:59:00+00:00,2026-05-07T01:00:00+00:00,,,,,,,,,,,,,,,,,
1778115600,1778115660,2026-05-07T01:00:00+00:00,2026-05-07T01:01:00+00:00,,,,,,,,,,,,,,,,,
1778115660,1778115720,2026-05-07T01:01:00+00:00,2026-05-07T01:02:00+00:00,,,,,,,,,,,,,,,,,
1778115720,1778115780,2026-05-07T01:02:00+00:00,2026-05-07T01:03:00+00:00,,,,,,,,,,,,,,,,,
1778115780,1778115840,2026-05-07T01:03:00+00:00,2026-05-07T01:04:00+00:00,,,,,,,,,,,,,,,,,
1778115840,1778115900,2026-05-07T01:04:00+00:00,2026-05-07T01:05:00+00:00,,,,,,,,,,,,,,,,,
1778115900,1778115960,2026-05-07T01:05:00+00:00,2026-05-07T01:06:00+00:00,,,,,,,,,,,,,,,,,
1778115960,1778116020,2026-05-07T01:06:00+00:00,2026-05-07T01:07:00+00:00,,,,,,,,,,,,,,,,,
1778116020,1778116080,2026-05-07T01:07:00+00:00,2026-05-07T01:08:00+00:00,,,,,,,,,,,,,,,,,
1778116080,1778116140,2026-05-07T01:08:00+00:00,2026-05-07T01:09:00+00:00,,,,,,,,,,,,,,,,,
1778116140,1778116200,2026-05-07T01:09:00+00:00,2026-05-07T01:10:00+00:00,,,,,,,,,,,,,,,,,
1778116200,1778116260,2026-05-07T01:10:00+00:00,2026-05-07T01:11:00+00:00,,,,,,,,,,,,,,,,,
1778116260,1778116320,2026-05-07T01:11:00+00:00,2026-05-07T01:12:00+00:00,,,,,,,,,,,,,,,,,
1778116320,1778116380,2026-05-07T01:12:00+00:00,2026-05-07T01:13:00+00:00,,,,,,,,,,,,,,,,,
1778116380,1778116440,2026-05-07T01:13:00+00:00,2026-05-07T01:14:00+00:00,,,,,,,,,,,,,,,,,
1778116440,1778116500,2026-05-07T01:14:00+00:00,2026-05-07T01:15:00+00:00,,,,,,,,,,,,,,,,,
1778116500,1778116560,2026-05-07T01:15:00+00:00,2026-05-07T01:16:00+00:00,,,,,,,,,,,,,,,,,
1778116560,1778116620,2026-05-07T01:16:00+00:00,2026-05-07T01:17:00+00:00,,,,,,,,,,,,,,,,,
1778116620,1778116680,2026-05-07T01:17:00+00:00,2026-05-07T01:18:00+00:00,,,,,,,,,,,,,,,,,
1778116680,1778116740,2026-05-07T01:18:00+00:00,2026-05-07T01:19:00+00:00,,,,,,,,,,,,,,,,,
1778116740,1778116800,2026-05-07T01:19:00+00:00,2026-05-07T01:20:00+00:00,,,,,,,,,,,,,,,,,
1778116800,1778116860,2026-05-07T01:20:00+00:00,2026-05-07T01:21:00+00:00,,,,,,,,,,,,,,,,,
1778116860,1778116920,2026-05-07T01:21:00+00:00,2026-05-07T01:22:00+00:00,,,,,,,,,,,,,,,,,
1778116920,1778116980,2026-05-07T01:22:00+00:00,2026-05-07T01:23:00+00:00,,,,,,,,,,,,,,,,,
1778116980,1778117040,2026-05-07T01:23:00+00:00,2026-05-07T01:24:00+00:00,,,,,,,,,,,,,,,,,
1778117040,1778117100,2026-05-07T01:24:00+00:00,2026-05-07T01:25:00+00:00,,,,,,,,,,,,,,,,,
1778117100,1778117160,2026-05-07T01:25:00+00:00,2026-05-07T01:26:00+00:00,,,,,,,,,,,,,,,,,
1778117160,1778117220,2026-05-07T01:26:00+00:00,2026-05-07T01:27:00+00:00,,,,,,,,,,,,,,,,,
